defid	word	variant	label_index	definition
1777806	dwork	 dork	5	"Hilarious variation of the word dork. A rude, obnoxious, self-righteous and sexist female. Describes a pseudo-woman (often spelled w-o-m-y-n by the mentally challenged) who espouses the views of pseudo-feminist Andrea Dworkin, which essentially states that all heterosexual sex is rape, men are evil, all women are victims...ad nauseam. A dwork's primary message is: ""I hate ALL men and my hate is the prettiest hate on Earth."" A dwork's mission goal is self-justification, the destruction of heterosexual relationships and lesbian recruitment through hatred, mistrust, jealousy and animosity. Their ultimate goal (Final Solution) is gendercide. Dworks are commonly referred to in the heterosexual community as ""the after-birth of the feminist movement."" In reality, dworks do little more than damage the image and causes of REAL feminists and REAL lesbians. Which sucks because the real ones are pretty cool."
1781035	gazzi	 gauche	81	"(n., sing.; adj.) GAH-tsee. Garish, overly ornamented art, architecture, or furnishings, often, but not exclusively Italian rococo and its (even worse) imitators. Examples include Louis XV furniture painted white with gold trim (e.g., Elena Ceausescu's collection), table lamps with oil that drips down the outside, and the Vittorio Emmanuel memorial in Rome. Derivation: mishearing of the word ""gauche"" mispronouced as ""GAH-chee"": as the misheard ""GAH-tsee"" sounded Italian and the term was often used of the yard ornaments of an Italian-American neighbor, the alternate version stuck."
1792435	Riddim	 rythm	7	Used as a replacement of the word rythm to comment on a choon
1808916	stig	 stigetto	5	"Short for the word ""Stigetto"": A ciggarette."
1817230	beast	awsome	31	1)a person who thinks that they are great and the best 2)someone who is really good at something 3)a monster 4)another word for awsome
1824354	uncomfortabality	 uncomfortable	29	adj. 1. Experiencing physical discomfort. 2. Ill at ease; uneasy. 3. Causing anxiety; disquieting. in this case, a misinterpretation of the word uncomfortable (well thats what we think)
1842203	na	now	15	"Shortly, ""na"" is another way to say and the abbrevitation of ""now""."
1843793	dwork	 dork	5	"Hilarious variation of the word dork. A rude, obnoxious, self-righteous and sexist female. Describes a pseudo-woman (often spelled w-o-m-y-n by the mentally challenged) who espouses the views of pseudo-feminist Andrea Dworkin, which essentially states that all heterosexual sex is rape, men are evil, all women are victims...ad nauseam. A dwork's primary message is: ""I hate ALL men and my hate is the prettiest hate on Earth."" A dwork's mission goal is self-justification, the destruction of heterosexual relationships and lesbian recruitment through hatred, mistrust, jealousy and animosity. Their ultimate goal (Final Solution) is gendercide. Dworks are commonly referred to in the heterosexual community as ""the after-birth of the feminist movement."" In reality, dworks do little more than damage the image and causes of REAL feminists and REAL lesbians. Which sucks because the real ones are pretty cool."
1845447	k	 ak-47	8	"1.stands for 1000 2.shortend way of saying ""AK-47"""
1846789	shexiful	 sexy	7	"A stupid version of the word ""sexy"" with the suffix ""full"" added on to it, probably by someone with way too much time on their hands in a failed attempt at individuality."
1850093	Retastic	retarded	62	Basically another way of saying retarded but when retarded doesnt cut it theres retastic which is worse than retarded. Can be used literally or not.A mix of retarded and the end of fantastic but using it to describe something they are definatly not fantastic at all. Usually used to describe someone who is severly phyiscally handicapped and over-super severly mentally retarded, there face is usually deformed too.
1851083	gankster	 gangster	7	"An uncommon spelling for the word ""gangster."" This term is usually aimed towards the ghetto scene as a positive adjective. It usually compliments language, music and clothing but is not limited to just that."
1862946	hehehe	 hahaha	14	another word for hahaha.. i like hehehe a lot more better because i think hahaha is a word that a dumbass would use. hehehe, expresses happiness, joy. laughter.. etc...
1883475	Nooblet	 noob	4	Another way of saying noob.
1898337	BEANS	 cum	12	When a man Cums. His Male ejaculate. Another word for Cum
1904398	S	 goodbye	6	farewell, a way to say goodbye or see you later
1909717	braznat	bro	16	something you call a close male friend (similar to braz) another way of saying bro Often used in conjuction with shiznat
1912468	Fack	 fuck	10	"Is simply used as a replacement for the word ""fuck""."
1913531	newb	 noob	3	Another word for noob
1928911	bijj	 bitch	6	"A cleaner way of saying ""bitch"". Used for people who wish not to feel any guilt from cursing. Can also be used as a universal noun. (ie, ""sandbijj). ""bijj, bijjy, bijjo, bijjing, bijjjjjjjjj"""
1932861	gaiy	 gay	6	"wigger's way of saying ""gay."""
1935162	ediat	 idiot	3	another word for idiot
1941941	doom	 dumass	8	<n> shortened version of the word dumass, derived from the alternate pronunciation, doomass.
1949338	ludic	 ludacris	5	An abbreviation for the word ludacris. Also used as a substitute for the word ludiculous.
1961753	adolescent	 teenager	3	Another word for teenager
1977263	exactamondo	 exactly	4	Another way of saying exactly
1987277	dhoet	 pussy	7	South African slang. Another word for pussy, cunt, or axe wound!
1991642	ZOMG	 omg	14	Z- Z O- Oh M- My G- God The more cool way of saying OMG or OMFG. It just sounds better if you use it in a real life conversation. Can be said as Zee-o-em-ge or Z-om-guh.
1993471	gees	 chicks	5	gees is another word for chicks
1994686	Shitte	 she-ite	8	An common misspelling of the word she-ite. She-ite, noun. A negative term synonymous with crap, shit, etc.
1995098	fack	 fuck	8	"Used as a replacement for the word ""Fuck,"" most notably in the Eminem song ""Fack""."
1996366	update-a-roony	 update	6	"A snazzy way of saying ""update"" (noun)"
2031175	Bollox	 bollocks	27	"A variation of the word Bollocks. Sometimes this word can be pronouced BO-lox and is often used in texts, msn or to exhaggerate the word bollocks. It can be used in the same way as ""yeah right"" or as ""crap!""."
2036966	greman	 german	7	"A common misspelling of the word ""German"", especially on Chicago Bears messageboards."
2047371	ill-tits	 awesome	4	Just another word for awesome, sick, ill, tight, cool... etc.
2059768	bye...sicle	 goodbye	5	A creative way of saying goodbye. Usually used when you are riding a bicycle. There must be a pause before the 'sicle'
2068671	rummer	 summer	3	another word for summer, used by the text messaging impared who don't know how to text
2072765	nooter	 nutter	3	Another word for nutter.
2074621	ungas	 tanga	3	Another word for tanga (stupid) or gago (dumb ass) as curse words in the philippines. Used mainly to insult someone who makes blunders often.
2079680	luuurve	 love	5	An English way to say love. Way cooler.
2079800	cun	 cunt	5	"Informal variation of the word cunt. Used in a more casual but mocking sense, similar to the term ""hon"" for honey."
2085687	iot	 idiot	3	another word for idiot
2087675	bizzle	 beaner	4	its another word for beaner (mexican)
2093120	ybuted	 united	7	"An uncommon mispelling of the word ""United"". Reminds some people of toast."
2094891	Roofener	 awesome	3	Another word for awesome, or rad. Normally used in a positive situation.
2132648	dyude	 dude	16	"Another sveet word originating from pleasanton, california as a superior substitute for the word ""dude."""
2140107	ZOMG	 omg	57	"1. A variant of omg which means ""oh my god"". It first originated as an rare typo when someone says ""OMG"" in caps and presses the left shift key rather then the right and accidentally hits the near by Z. It was picked up and used as a humorous way of saying omg and making fun of internet slang in general do to its funny pronunciation of ""Zoh-my-God!""."
2149202	goog	 gag	6	a more pleasant way to say gag
2152630	Penos	 penis	11	1. A common typing error for penis 2. Another word for penis expressing its greatness and hugeness of antique dimension
2159435	wiilly	 really	5	A wii-define of the word really.
2176839	feg	 fag	13	"the ulster expression for a cigarette. a linguistic corruption of the word fag. in craigavon the phrase ""gis a feg"" is widely used by the younger populace as an alternate greeting."
2202218	depreciated	 deprecated	32	The state of feature(s) of a programming language, or sections of code that have been rendered obsolete. It's use is a tongue-in-cheek replacement for the word deprecated.
2204645	ponx	 punk	6	A cool new way of saying punk.
2205368	fiend	 friend	88	n 1. devil: an evil supernatural being, especially a devil from hell 2. somebody evil: somebody who is extremely wicked or cruel (or bitch-like) 3. troublemaker: somebody who is mischievous or annoying 4. person with strong interest: somebody who is keen and devotedly interested in a particular topic, occupation, activity (i.e. Narcotics) 5. somebody proficient at something: somebody who has a specialized skill or talent (informal) 6. The incorrect spelling of the word friend. Often used by uneducated teenagers or people in a hurry. 7. A really addicted druggie.
2212910	gurshmackle	 penis	3	Another word for penis, can also be used when someone hurts their groin.
2214276	Rodile	 ridiculous	3	Another word for Ridiculous, shortened.
2235521	dap	 dip	32	another form of the word dip, which refers to the tobacco used in chewing tobacco. the pinch of tobacco that one puts in between the lower lip and gums. dip chew tobacco chewing tobacco
2236872	airshit	 fart	4	just another word for fart. created on feb. 4, 2007. be jealous.
2253805	pr0n*	 porn	6	"common misspelling of the word ""PORN"" usually in aol or instant messaging.the asterisk can be used to refer that you acknowledge of your mistake and are willing to accept the fact that you do not know how to spell basic four letter words."
2268667	Awesomlicious	 awesome	5	The cooler way to say awesome or rad
2275858	fuh	 pho	22	The laymans way of saying Pho, as in the vietnamese noodles Pho. Fuh is the correct pronunciation of the word Pho.
2285874	Awesomlicious	 awesome	5	1.The cooler way to say awesome 2.A word often used by people who are hyper active
2286988	Norbert	 badass	10	The true meaning of the word Badass. One true badass mofo.
2289610	Jumblefuck	 fuck	28	"Jumblefuck. n. a disorderly british queue. Jumblefuck. v. to cause a queue to jumblefuck; can also be used in replacement of the word ""fuck"", hence to refer to anything. Jumblefuck. adj. a 'jumblefucked' line. Origin: Jackrabbits; Jacksonville, Florida On February 3rd, 2007, the convoy known as 'Less Than Jack' collectively participated in the act of jumblefucking. The ticketman for Jackrabbits, Kyle (henceforth known as 'Jumblefuck'), walked outside the venue at 7:00 pm EST (1 hour before doors open) to observe the act. The disgruntled ticketman then shouted ""This isn't a line. This is a jumblefuck. Get in single-file against the wall. This is a jumblefuck!"" Eyewitnesses stated there-after that there were two British mates on vacation to see Less Than Jake. One said ""We're bloody British, we know how to fucking queue!"" It was in fact that a mere 20 minutes later, an appearance of the Brazillian Legend, Rogerio Lima Manganelli, bassist of Less Than Jake, was made. The 'Less Than Jack-er', Jacob informed Mr. Manganelli of this travesty. Rogerio professed his undying support of the act of jumblefucking. Later in the night, this statement was confirmed by Mr. Manganelli's mother, ""Tats""."
2312109	W?	 wtf	6	the lazy arses way of saying WTF?
2314622	shilly	 silly	5	a silly way of saying silly.
2321244	fufun	 vagina	3	Another word for Vagina. Seen in South Park.
2325205	tigglebitty	boobs	3	Another word for boobs
2339030	hurlo	 hello	9	a greeting; another, cuter way of saying hello
2339125	slutvision	 television	3	another word for television. it means there are sluts on tv.
2341144	Krowned	 owned	12	Also referred to as kr0wn3d in 1337, basically another word for owned, pwned, p00ned, or killed.
2371226	mignon	 girlfriend	21	1. A very silly, hot, curvaceous girl. 2. a filet that tastes like crap 3. another word for girlfriend
2375921	fkn0wned	 0wned	10	A CSS hacking site, or a way to say 0wned, or Pwned.
2384355	farquar	 thing	19	"A word that can be used to describe anything. Can be used in place of the word ""thing."""
2390545	intragnizent	 intranssient	13	1) Not transient; remaining; permanent. Mispronunciation of the word Intranssient (or Intransient) Reference: Answers.com www.answers.com/topic/intransient 2) Refusing to moderate a position, especially an extreme position; uncompromising. Misspelling of the word intransigent Reference: Merriam Webster's Dictionary www.m-w.com/dictionary/intransigent
2394220	snake	 owned	88	"someone who gets lots of kills playing fps games. they also use photoshop fairly well, and routinely send friends internest links that are funny (to snake or the person they send it to). they also have to speek with a distinct lingo and invent new words like lol!!one! jlol ... you get the point. you cant call someone snake unless you have been called snake yourself. snake can also be used in place of the word ""owned"""
2408956	Backgammon	 sex	10	the word backgammon can be an alternative for the word sex. you would use it like if you were in school and you didnt want your teachers to know what you were talking about. or if you were at a family party talking to your cousins about who you fucked, you would say you played backgammon.
2421666	ana	 anorexia	130	a 'pet name' for anorexia nervosa. there are many arguements over the use of this word. some believe the girls who use the ana dont actually have an eating disorder, they just want one, wannabes who try to have an eating disorder and flaunt their lack of calories in blogs such as on xanga,livejournal and myspace. others believe that ana is simply a lazy way to say anorexia, and cant be bothered to actually type that every time. whatever you believe, anorexia is not a fad, trend or anything but what it truely is; a disease that ruins lives, not only that of the sufferer. families are torn apart, and lives are lost. anorexia can prevent you from having children, cause heart,liver and kidney problems and cause hair lose.
2429284	confuzzled	 confused	6	"another form of the word ""confused"" saying this confuses people even more"
2431781	soupy	 crap	22	"A soupy is a man or woman who has a poor capacity for alcohol. Also a substitute for the word ""crap"" or ""shite""."
2433930	Huckapuck	 douche	21	"Originating from ""Huckleberry Finn"", who was a douche bag. Thus, huckapuck another word for douche. douche duesh asshole"
2453832	choad	 choda	12	Choad, also spelt chode, is a variant of the word choda (penis) which comes from the Hindi word (chodna). Chodna simply means to fuck. The word choad however is what is known as a neologism. This is a word that is newly acknowledged but has not been in circulation long enough or widely enough for its social status to be determined. As it stands, the word choad has three major definitions. 1) A short, fat penis that is wider than it is longer 2) The area between the scrotum/vagina and the anus. 3) A derogatory term used to insult somebody.
2455801	ites	 irie	21	"1. the heights 2. a greeting 3. the color red (1) great (2) 4. another word for irie. Or you use it to mean ""OK"" as in when someone asks you to do something for you, you would reply, ""Ites."""
2477574	badderman	 badman	3	Another Word For Badman Used For Describing Something Or Someone In A Positive Way
2478485	book	 cool	33	Another word for cool. Originates from using T9 Text messaging (something you use that automatically finds the most common word for the number combination you enter) and trying to say cool.
2480249	Beauti-fuck	 beautiful	6	a a variation of the word beautiful
2480979	breasticlay	 breast	4	Another way of saying breast.
2484933	honey	pussyjuice	3	Another word for pussyjuice.
2509022	huththa	 cunt	5	Sinhalese meaning for the word Cunt
2532754	kdeal	 okay	3	"another word for okay; short for ""its a deal."" commonly adopted by scene kids; but more of an individual term."
2539127	Cat	 pussy	3	Another word for pussy, used mostly around adults as to avoid being caught with the word.
2539183	snezzing	 sneezing	6	A far cooler way of saying Sneezing, it also has the added bonus of sounding slightly dirty with just a hint of sexual inuendo.
2539821	Confuzzled	 confused	14	"1. A pimp's way of saying ""Confused"" 2. When you get confused because you woke up in your best friends kitchen naked with a sharp pain in your ass, and wearing a cock ring!"
2539977	geneous	 genius	5	Geneous - Another word for genius, from the Greek
2542428	redunckulous	 rediculous	8	the only cool was to say the word rediculous
2542439	woofer	chill	3	Another word for chill, cool, or sweet.
2550761	Charrr	 farewell	5	A retarded way of saying farewell. Commonly used in the presence of retards.
2556818	Tym	 time	5	Tym is another word for time
2564533	Racit	 racist	27	"In general, a continued online mispelling of the word ""racist"" and eventually a common slang term used online when referring to someone as being racist. It can also mean just an annoying or stupid person."
2579257	bolyo	bollox	4	another way of saying bollox, but much politer and somewhat european sounding
2579826	dinks	 digs	12	severe or hard punches. originated as a corruption of the word digs.
2591371	omanko	 vagina	14	Japanese term for pussy. It is not the most polite way to say vagina. Pronounced oh-mon-koe
2592390	poeno	 porno	4	another way to say porno
2600074	Wii	 marijuana	3	"Another word for marijuana because it sounds similar to ""weed."" Mostly used in text messages and phone calls for discreteness."
2600734	Yay-yuh	 yeah	6	A really weird way to say yeah, or absofreakin'lutely.
2609366	Lollerpoppin	 lollerpopps	9	"It has the exact meaning of the word ""lollerpopps"", but transforms the word into a verb."
2612904	vanini	 pussy	7	another word for pussy he who gets pussy
2620166	evil	 good	3	"Another word for good. In the same vein as ""wicked""."
2639367	madge	 cigerette	3	another word for cigerette or fag. Came from the word magicstick from the lawn boys limerick
2658886	Benison	twat	4	Polite way of saying twat.
2671349	Kuel	 cool	8	"Used as a replacement for the word ""cool"" which also means the following; 1. awesome 2. popular; like in a social hierarchy 3. used when a conversation goes silent 4. nice 5. wicked (new england style, NOT evil= wicked) 6. good or great 7. not warm, but not cold 8. okay with each other, not mean to each other, but not necessarily nice, just not mean"
2678283	supposibly	 supposedly	7	"An incorrect pronunciation of the word ""supposedly"" which, seriously, lots and lots of people think is correct. When used by people trying to sound cultured it makes them seem like complete idiots."
2682164	Yalo	 hello	4	A way of saying hello representing the huge population of polish that have come to england lately!
2688334	formular	 formula	21	"A completely wrong way of saying ""formula"". Some jew rats from New Jersey are incapable of saying ""formula"", so they add an -r, creating formular."
2689282	yupperdoodle	 yes	5	an awesome way of saying yes
2693434	Antinoon	 midnight	5	An alternative way to say Midnight or 12:00 AM
2705513	fucj	 fuck	25	Its paydens version of the word Fuck. its the lesser version of fuck where something isnt bad or good enough to be a full fuck its only a fucj.
2707188	alphet	 outfit	3	another word for outfit
2723121	lidool	 little	3	Another word for little.
2725154	dzu	 yes	6	A very quick way of saying yes. Taken from the way Chinese language sounds to a non-Chinese speaker. Pronouned d'zu with the d and z fusing together.
2729296	willage	 village	17	"in Japan, or any other Asian conntry, it is the equivalent of the word ""village""."
2741355	barseman	 bossman	3	Another Word For BossMan
2750650	channin'	 stuntin	4	"Another word for ""stuntin."" This word was formed in recognition of famous actor, Jackie Chan's stunts and awesome moves in all of his action movies--specifically a 1990's classic, ""Rumble in the Bronx."""
2778053	book	 cool	5	1. substitute for the word cool 2. something enjoyable or interesting
2783724	longage	 long	7	its a new version of the word long, when something is time-consuming, or annoying, you refer to it as longage/ longageness
2786168	lade	 lady	6	"Shortened version of the word ""lady"". (one syllable instead of two). This is the counterpart to the term ""man"" or ""dude"" that is said by hippies and such."
2786181	lade	 lady	6	"Shortened version of the word ""lady"". (one syllable instead of two). This is the counterpart to the term ""man"" or ""dude"" that is said by hippies and such."
2791374	sweomde	 awesome	5	The redonculous way of saying awesome
2792968	neeb'd	 inebriated	8	"A commonly used abbreviation for the word ""inebriated"", which is defined as--stupefied or excited by a chemical substance (especially alcohol)."
2793521	ghers	 awesome	4	Dutch way of saying awesome. Any positive adjective can be replaced by ghers and if the object of discussion sucks you may very well say it's aghers.
2806558	fagime	 anime	3	Another word for anime, stressing how queer it is.
2813308	char	 cool	5	A synonym for the word cool, only cooler
2853186	hospus	 hospice	6	An alternate spelling of the word hospice.
2856960	fualt	 masturbation	3	another word for masturbation
2858309	Mischievious	 mischievous	12	"A common and disgusting mispronunciacion and/or spelling of the word mischievous. Mischievous is pronounced ""miss-CHI-vus"" and there is no ""ious"" about it. Some people insist that mischievious is an ""alternate pronunciation,"" but only in the way that irregardless is a synonym for regardless--that is to say, only for fucking retards. Some argue that it is the evolution of language, but changes like this are driven by the illiterate and the ignorant, and it is careless to embrace them. And embarrassing."
2870367	EWWWWJ	 huge	4	Typical way of saying huge whilst very excited about something Ewj or EWWWWJ!!
2874372	basecakes	 basically	10	"Basecakes is used as a substitute for the word ""basically""."
2894753	seris	 seriously	5	"shorter way to say ""Seriously"""
2903606	shaboinka	 penis	3	Another word for penis
2904290	nubsack	 nub	120	"A phrase that was made up by members of the «Apw» AirPro Wolves clan for the game Battlefield 1942 Desert Combat back in the days when the game/clan was active (2004-2007?). «Apw» was known for its fierce reputation in the skies, since most the members were top pilots of the game. Also known for the jokingly reputation of its members, many slangs and madeup names were formed, ""nubsack"" being one of them, which is literally meaning NUB and NUTSACK at the same time... ""nubsack"" came to be known by many other people and used as a common replacement for the word ""nub"" or ""noob"". «Apw» also used this phrase against other clans/players that were obviously not up to skills, mainly in a jokingly manner. This phrase became so well known in the Desert Combat community, that whenever someone used it, he was always mistaken for an Apw player, therefore over 80% of the people in the server would leave because of fear of getting pwned."
2914127	burgle	steal	6	"a funnier way of saying ""steal"", usually used in light conversation. stems from the word ""burglary"""
2916633	Fack	 faculty	6	"a reduction for the word ""faculty"", meaning the university"
2917779	Chuggo	prions	5	Chuggo is another word for prions, an infectious protein particle previously thought to be a virus protein that not only folds into an unusual shape itself, but also seems to have the ability to cause other proteins to change their shape as well. However, its meaning is changed when chiuggo is said, as this notifies the people of the almight PP4L to their whereabouts so that they may attack them. Also known as f1res, vap0rs, and many other names. The numbers are included in these names to allow foir bypassing of wordfilters in the Oper Abused efnet irc servers.
2917943	Coolios	cool	4	Another way of saying cool but sounding like cherios haha
2925921	lijke	like	7	"A Common Misspelling of the word ""Like"""
2926976	Nao	 now	8	"The slang term pronounced for the word ""Now"". Preferably used in an improper statement."
2929072	ALEX	 meatball	5	Alex is another word for meatball
2935494	base	 lame	3	Another word for lame.
2950249	smigity	 sex	3	another word for sex or id hit it
2968962	Mommy	 love	116	Someone who is always forgiving. Someone in which whom you know that you can always rely on. Mommy will always come back, and Mommy will never leave for long. A mommy always wants the best for their child, and will always put a child first in any circumstance. A mommy is a child's best friend. A mommy is an extraordinary person. It is a tough job to be a mommy, a job that only a mommy could ever handle. You can never break the bond between a child and a mommy, and a mommy can never be replaced. Mommy is another word for love. God couldnt be everywhere, so he created Mommies.
2970820	Callum	 ballchinian	5	Callum Is Another Word For Ballchinian! Or A Callum Can Be Balls On Someones Chin
2980781	freggan	 fuck	4	"Another word for ""fuck"". Frickin', Freakin', Freggan."
2990202	twampt	 beat	3	another word for beat, or extreamly ugly
3005755	bogisis	 bogus	3	another word for bogus
3020017	pithed	 pissed	20	"angry, mad, pissed off. ususally used in a playful manner. a variation of the word ""pissed"""
3052844	aced	ace	6	The past tense of the word ace. It means, 'to put a murder contract on' or 'to have killed'.
3060782	clamage	 gay	5	An alternative way of saying gay.
3084718	perk	 prick	21	Used in the Portsmouth area mainly by the much loved 'chav' it is the lazy mans' way of saying Prick.
3087384	clitoritical	 clitorous	6	the adjective form of the word clitorous.
3088942	trantis	 feceas	14	When something is no good and you dont like it. Another word for feceas.
3090013	fack	 fuck	9	"Used in Bermuda. Replacement for the word ""fuck""."
3101588	cuttitta	 dick	3	another word for DICK
3131555	schmootie	 people	11	Anything you want it to mean. Mainly another word for people. You choose the context you want to use it in
3142207	Chesse	 sex	4	another way to say sex
3143138	whoaz	 whoa	7	cooler and more awesome way of saying whoa
3163078	Darothy	 dorothy	6	Is the southern way of saying Dorothy. Like in the wizard of Oz. Theres a select few named this. If you are named this, you are very special.
3214579	Igght	 alrite	6	"A shortened way of saying ""alrite"". Commonly used as slang or in instant messaging and social networking sites like Myspace."
3230401	Oobagij	 jigaboo	16	Pretty much the same thing as a reggin. It's just a way to say jigaboo with out getting your ass beat.
3248500	carnival	 cunt	6	A less offensive way of saying cunt. Works when few people know its true meaning.
3262227	lebanese	 lesbian	5	"coy way of saying ""lesbian"" in public."
3275843	grapes	 weed	3	another word for weed infront of your parents
3275968	ganga	 slut	5	Ganga is another word for slut and whore.
3292670	Glower	 fag	10	"To be like a flamer. Another word for ""fag."""
3294660	Migate	 midget	21	A small yet proportional human being.;And or a small penis;Often used in replace of the word midget for a short kid; The Term was coined in Texas.
3301664	cushington	 marijuana	4	Yet another word for marijuana
3308058	Tizalk	talk	5	The weird way of saying talk. Tired of the boring way to say it? Well heres the ghetto way.
3309349	cookie	 vagina	12	1) A type of biscuit. 2) Another word for vagina, also know as pussy, fanny, and a womans gentles.
3314908	mextel	 nextel	3	Another word for Nextel. People refer to nextels as mextels because of their overwhelming popularity with hispanic people.
3332641	revelance	 relevance	6	A much cooler way to say relevance, usually spoken through an internet chat medium
3340562	Jorka	 joker	6	"a northern way of saying ""joker"" especially people from HUDDERSFIELD. lol"
3340859	ezz	 peace	7	another word for peace; created because peace was abused too much
3353299	ul'd	 uploaded	7	Ul'd is short for the word Uploaded, as dl'd is short for the word Downloaded.
3379005	lewall	 laugh	18	kewler than LOL, LOUL, LAWL, LOLL, ROFL, LMAO a randomer way of saying LAUGH ...
3409083	Ja	 yeah	8	"a much much cooler way to say ""yeah"" or ""yes"""
3411680	puh-lease	please	4	Another word for saying please but in another kind of sarcastic way
3432934	Toast	 toats	6	A MUCH better way to say toats, or totally. But don't use it in front of hispanic men named Roger-they might get confused.
3490285	absofantabolutely	 positively	6	"Very strong way of saying ""positively"""
3514111	fimmu	 cool	11	1. a word that can be a substitute for the word COOL. 2. Can also be used in negative tense. 3. reference to the derogatory word for the vagina.
3525839	rubbery	 flexible	15	"A word that stupid people use when they can't think of the word ""flexible""."
3532134	verizons	 dsl	3	Another word for DSL. Used to describe a woman with dick sucking lips.
3544588	Schmitt's	 gay	4	"Another word for ""gay"". In reference to Saturday Night Live skit involving Adam Sandler and the late Chris Farley."
3553811	reedik	ridiculous	7	"a shortened form of the word ""ridiculous"""
3588409	fuked	 fucked	6	"A g-rated way of saying ""fucked"", but pronounced ""fee-uked"". Synonymous with being screwed, burned, or messed up."
3594335	Chorty	 shorty	3	Another Word for Shorty or Female or Bitch or...you get the picture
3605657	Danm	 damn	5	A misspelling of the word damn.
3664660	Vark	 vagina	3	Another word for vagina.
3665328	cassachu	 cool	8	1. an amazing person 2. another word for cool
3709752	odgeda	 agita	8	Odgeda is a phonetic mispelling of the word agita.
3710688	brohine	 bro	5	An extention of the word bro. Similar to brosef, broscious or brosephus.
3714879	gnive	 nice	6	"A variation of the word ""nice"", pronounced with a soft g. NIIIIVEEEE."
3717244	Frugs	 drugs	29	"1. What people do in small towns when they run out of pranks to pull. 2. A high person's way of saying drugs 3. ""fucking drugs"" shortened"
3728795	Nevz	 ladz	3	Another word for ladz or mate
3747902	Bup	 boo	6	"a quick way to say ""boo"" (opinionated criticism of a bad performance,joke,etc.) to someone who thinks they are funny but really isn't. This will make you laugh once you say it and the person who told the bad joke will believe your laughing at/with him. It's a win-win!!"
3751862	Panz	 pansy	6	A shortened version of the word pansy. Used as a mild insult to others...
3795178	Goosh	 shit	5	Goosh is another word for shit, crap, and poop.
3828743	motherflip	 motherfuck	4	A way to say motherfuck without using profanity. Commonly used in front of adults.
3841500	Fack	 fuck	10	"A word that can be substituted for the word ""fuck""."
3842826	adoab	 idiot	12	someone that is very annoying, its basically another way to say idiot or stupid.
3903143	kife	 epic	3	Another word for EPIC. It means good, or sick.
3907623	Shizzay	 shizzle	5	A variation of the word Shizzle, meaning Shit in Snoop Dogg language (which consists of adding the suffix -izzle to any word).
3908806	terrankiller	 win	3	another word for win
3912287	Gina	 vagina	18	Another word for 'VaGina' Or Whitney's best friend... She likes german accents and calls everyone vaGina (va-geena)
3923328	aphrodite	 titmuncher	208	"1.a fucked up child who loves all black boys including their ""daddies"" thats right she is a sick horny bastard... but not really she loves them... she just won't touch em' she jumps into your life (greek style) always talking about food and blow jobs ""OMG"" is her signature word with losers trying to copy her mad ass woggy accent that can't be copied for shitt so stop trying bitches she flaunts her lovable unique sense of style and personality and this can be seen by the way she reads the bible she has a talent for being late... as if she gives a fuck everyone loves her especially me thats write i'd rape her ;) she hates a good g string and can only wear them on top of jeans thats right... i got footage and she has a thing for suicial books... there's one in each room of her house she now has a 16 dolla fine for the library WTF... ""lol"" is sed atleast 100 times a day and her random quotes are now being sed by the whole fukin school 2. another word for titmuncher or itchy hairy sweaty ballsack aphrodite: ""she looks like a rape victim... wtf.... go cut yourself or die in a whole""... ""slut"""
3926687	Wormface	 dickhead	6	A wormface is another word for Dickhead, it is a small penis on your head
3938161	obvu	obvi	2	"synonymous with obvi (the linguistic abbreviated characterization of the word ""obviously."""
3947938	yike	 penis	3	Another word for penis
3949022	Darn	 damn	49	A child-friendly version of the word damn, created by a bunch of retards at the Catholic Church, due to the word's religious significance, but is now ridiculous to teach in our growing liberal society, and because it has the exact same damn meaning as damn.
3953545	Manuga	 shit	3	Another word for shit.
3959082	salad	 hair-	3	Another word for hair- the stuff on your head.
3970267	Zeus	 epic	54	"Adjective.Zeus (noun) is formally know as the ""king"" of all Greek deities and ruler of Mount Olympus. As an adjective it is used to describe something that is amazing, awesome, indescribable, and so on. It is most often used in place of the word ""epic"" because that is just getting annoying."
3991437	KA3K	 lol	4	Kuwaiti way of saying LOL on the internet..mostly Facebook :P
3994387	touchhole	asshole	8	A somewhat cleaned up version of the word asshole.
4018168	Flintstone	 erection	5	Flintstone - another word for erection, also for fornicating.
4022919	Supaloni	 sup	21	"A combination of the words ""sup"" and ""baloni,"" supaloni basically is a way of saying ""sup"" in and even cooler way. It's also sounds like ""what's up homie,"" which makes it that more awesome."
4028608	Awesong	awesome	12	A typo of the word Awesome, that generally means awesomer than awesome.
4030166	potes	potey	5	shortened form of the word potey. see also potes mcgoats
4041801	Basecakes	 basically	16	"Basecakes is a substitution for the word basically. It spurs from the shortened version of basically, ""base."" However, someone thought it would be cool to add the word ""cakes"" after it."
4042655	janger	 ecstacy	3	another word for ecstacy
4054313	Karl	faeces	50	Karl is another word for faeces. Typically that of a human, but can be extended to cover stools from most animals, such as dogs and cats.Derived from the sexual practice of a Hot Karl, which can be interpreted many ways, but always seem to involve faeces.
4064667	Ligy	liege	7	"A common misspelling of the word ""liege"" often made my blonde individuals.For other uses, see ""my ligy"" ""ecta tera"" or ""surmise"""
4068663	beforeward	 before	9	The opposite of afterward and cool way to say before or anything with a similar meaning.
4069115	Kosher	 cool	5	The latest way of saying cool, amazing, awesome, radical or sweet.
