defid,word,definition
11280846,obehi,"A very special fish, usually has a big head. Pretty, charming, great smile, *great cook*( assumed until the yam is pounded), stubborn(she says strong willed)"
3641608,Obeezy,"Nickname for 44th President of the United States, Barack Obama."
6714665,Obeesive,When your abusive significant other gains weight over time.
4734085,obelisk,"Only heard of in myths, it is a very large cawk, almost like an obelisk. It usually preys on hot women. When erect, it will block out the sun. Only a few people have ever got to harness its true power.."
11724135,Obelisk,Used to describe a person who is stubborn and hard headed. And memory is like an ancient atrifact: dusty and old.
1012861,Obelisk,Incredibly fast spear wielding Net Navigator from fan made site; Mega Man Battle Network Universe. Is capable of performing powerful wind and electrical attacks alongside a unique ability to transform into different fighting modes. Also known as the Green Slayer.
452615,obeez,Phatter than Phat
6019109,obeebie,An unusually large or fat baby. Probably produced by large parents.
194375,obeefe,"A combination of both a morbidly obese person and a unusually large person, creating an obeefe person."
1968627,Obee,adjective: Having faggy or homosexual tendencies verb: to engage in acts of faggotry and homosexuality. verb: To engage in incredibly absurd levels of rampant gay sex. noun: a fag; a french man; a belmont hill student
1081051,obee-kaybee,"A way of saying OK. Used origionally on Bill Cosby's show, Fat Albert, it became awesome enough for me to recognize when re-introduced in The Boondock Saints<3... Best if drawn out when spoken, and said w/ an irish accent..."
11205435,obedth,"A word from a bible a child of god a person who believes that they will get there , people find them attractive, mad face , sporty , interested, intelligent, and friendly , also can be annoying,"
1169317,obeeja,"From Kaptain Mordant lore, obeeja is used to refer to anything spooky or evil. The word should be used sparingly, as uttering it can stir up evil around the speaker. When the word is mentioned, all parties within hearing distance must do the 'obeeja motion' as quickly as possible. The last person to complete this motion is then informed by everyone else that they are 'out the club.' This ritual is thought to help ward off evil that may be aroused by use of the spooky word. The word 'obeeja' originated somewhere around El Dorado, Arkansas on a dark, stormy night. Two members of Kaptain Mordant were driving along a back road when they encountered a mysterious young man on a moped. He was black with a slight build and piercing eyes, and was cloaked in a rain poncho as he rode along in the storm. After keeping pace with them for a short distance, the young man turned his head toward the car and gave them an eerie stare while making a strange motion with his right hand. He lifted his hand from the handlebar, shook it forward and then jerked it back as the sleeve of his poncho danced about his arm. This arm movement is now refered to as 'the obeeja motion.' The Kaptain Mordant members then sped off, never knowing what spell the young man had tried to cast on them, only that 'he was doing some sort of voodoo or obeeja or something.' The word 'obeeja' then stuck around."
321461,obedoquiem,A general lack of understanding
2834523,Obedie,"when typing the name maddie on T9word or any form of word on a cell phone, it first comes up as obedie. obedie, however is NOT in the dictionary."
3145829,obedie,a really really pretty girl that is really nice and an overall awesome girl
12158186,Obedia,Obedience or strong suggestibility and vulnerability to media information and propaganda
5169276,obediate,"To carry out or fulfill the command, order, or instruction of.As coined by former dancer Mandi Martin, this term is sometimes used in place of obey.Is also at times used mistakingly in place of obedient."
4353589,Obedes,the term technically called for a person with both Obesity and Diabetes. One must not have only Obesity or Diabetes in order have the condition of Obedes. Deaths may be caused with this serious problem and many others have contracted various acute disease related issues.
5703218,Obecycle,A form of transport used mostly by old people and the morbidly obese. An electric mobility scooter.
4144487,obecity,a city in which many overweight people reside.
4572747,OBED,"A guy who has the uncanny ability to talk his way into and out of any situation, no matter how extreme they may be."
6410666,obed,"cool dude who loves Jesus, can sing, and has the potential to accomplish anything he sets his mind to. develops big crushes on girls who's names start with N. he will never be duplicated, once he's gone, there will never be another."
8937782,Obed,A cool sexy guy that gets all the girls at parties
5948374,obed,"A guy who has the uncanny ability to talk his way into and out of any situation, no matter how extreme they may be. and likes to party all days, drink,smoke. and his really shy with girls."
11943249,Obed,has a very large cock. he is one man once you meet you will never be able to live without him. he's very hot. gets all the girls. has money. is the best and giving women head. has an amazing personality. amazing in bed! loyal!
8165495,obecitist,"Saying something about an obese person, solely because said person is obese."
1889122,Obecist,One who is racist/prejiduce to fat people.
537105,Obedebob,"One who is often spotted in the vicinity of cheese, dohnuts or Tim. Often noted to make extremely high pitched and obnoxious noises."
1232673,obeciety,a society of really fat people
3645977,obeceaticous,(oh-bees-it-dee-shuz) verb: To be obese
2287903,Obecian,"Dwellers of a colorful community in southern california, specifically a beach area within the city of San Diego proper, known as Ocean Beach, or ""OB"". Since the '60's this community has embraced its reputation as the last real beach community on the west coast, and a haven of counterculture and both aging and younger ""hippies""."
1952504,obecalp,"An actual medical prescription written by doctors for psychosomatic symptoms. The pill is merely a sugar or salt tablet and is intended to spark a placebo-effect. In fact, the word is ""placebo"" spelled backwards."
1340951,Obecalp,Medical Term: street slang for placebo
361306,Obebe,The most awesome dentist in the world.
4801182,obeats,"A term describing a song (usually electronic dance music) that has a really phat pumping beat.A hybrid of ""fat beats"", where fat becomes obese. So obese + beats = obeats."
6982901,Obeastity,N. The condition of being a very very very fat animal.
1162316,Obeausity,The Theory that it would be easier to change our definition of beauty than to loose weight
1174738,Obeausity,Yet another excuse for fat people not to put down the fork.
12085881,Obeasting,"Sport eating, feasting, to the point of obesity."
8070315,Obeastitty,An obese woman (or man) whose breasts are bigger than the stomach. ( noun )
5868118,Obeastin,A girl with a nice butt.
3894092,obebbs,"someone so fat that you need a new word besides obese to describe them can also be used to describe an ideal state of fatness, quite like phat and fat"
2858789,obeastiality,the act of having intercourse with obese animals.
819807,obeastyality,greasy fat vicious cunt that hasn't been fucking laid in 10 yrs.. can't get sex from any male member of the human race.Such a loser with the utmost fucked up personality that she desperately relies on her sick fucking fantasies for sex that she has to rely on farm animals or non members of the human race to get off.
1134787,obeah,Southern Carribean form of the practice of voodoo. Originating in the British West Indies.
4939039,Obease.,Fat ass people who eat away there sorrows. They have no lifes! they sit there on there on there fat ass trying to put on their pants but they just don't button. FUCKING Mcdonals is who to blame. They feeed these damn beast all the fucking Big Macs they want. Then they go in to the bathroom and drop and effin load bigger then texas from all the damn grease they eat. They shit all over the walls. And they soon discover how cankles happpen. Then 20 minutes later they have a heartattack and DIE! And there body rots. (; but it takes years to decompose. WELL THERE YA BE.
7803356,Obh,Original block hustlersAr-ab dark lo affiliated
1868158,obgyn,"Stands for OBstetrics and GYNecology. It's a type of doctor dealing with the female anatomy. Pronounces as ""oby-gin"""
4257272,OBH,Oh Bloody Hell!
2455491,obh,Over Banged Ho A ho who has been banged one too many times.
642071,OBH,"Acronym, standing for Old Bitch Howard Based on a decrepid old english teached in Sachem North Highschool...Can be used for any old person who wears whacked out clothes like ocean green suits....Also must have fake hair and loose skin"
330631,OB-GYN,"A medical doctor who specializes in female plumbing, aka the reproductive system. From ""obstetrician-gynecologist."""
2150497,obgyn,gynecologyst a.k.a pussy doctor
1177566,OB-GYN,"Obi-Wan Kenobi's half brother, celebrated pervert. 2000 alternate Republican delegate."
4459958,OB-GYN,an acronym for Oh Babies! Gee Y Not? From obstetrician-gynecologist.
1694068,O'Bgyn,"Pronunciation: O-'bi-g&n Function: noun Etymology: Occupational surname from ancient Hibernian obstetrics and gynecology proefssionals. The O'Bgyn legend describes a wild creature with Queens, New York affected speech roaming the town of Newport, Rhode Island on Saint Patrick's day. Accounts have portrayed the creature as hilarious with a penchant for tequila and Thunderdome. It is theorized that the true O'Bgyn creature is of Colombian origin and undergoes a mutation at the cellular level every March 17th which manifest foul Irish traits for a duration of 24 hors. Called also ""O'rlando"""
695005,ob-gyn,Obsessed with GETTING YOU NAKED
4226171,Obeachity,Obese people who wear bikinis and man thongs at the beach.
369569,obeast,when someone is obscenely fat
5194016,OBHC,Operation bang hot chicks!!! All your friends and you get with hot girls.
2573325,Obeast,Something so large it is obese to the point of being beastly.
5622026,Obeast,"A person that has gone beyond severely over weight. A person characterized as having a beast-like magnitude in height-weight proportion.Also, someone who moves similar to a wild animal due to their condition. This may elicit fear or shock in those he / she comes in contact with."
120500,Obeast,Severely overweight woman with any of the following : 1) Thick facial hair 2) Hairy chest 3) Fucked up Grill (teeth) 4) Wears bedsheet size clothing 5) Has her own gravitational pull
3974329,obeast,"unattractive female; physically gruesome. a combination of obese and beast. Must have a few characteristics of a wild animal; snaggletooth, venom, or fur. 350+ LBS. No attractive attributes must be present to qualify. Mustache BONUS!!"
1585103,Obeast,A mixture between obese and beast. This new word has to be created to describe the ever growing American nation. Therefore Obeast = American/s Can also be used as Obeastest.
3592090,O'Beast,"A funny way of saying someone is severely over weight, or morbidly obese."
6575474,obdurate,stubborn person who will not admit to any errors. Not prone to feelings.
2779434,obdurate,A stubbornly loyal person who lives in a city with a sucky team that always chokes.(Seattle)
2537601,OBE,An Out of Body Experience. When someone's soul becomes distatched to their body. This is usually accompanied by a floating feeling and for the first time can be scary. NOT astral rising
1397926,obgygyn,"from courtney love's 'but julian, i'm a little older than you' i actually don't know what it means."
1995011,OBE,"Overcome By Events, used to designate dead projects that were overwhelmed and defeated."
5293316,obe,"Not an out of body experience or order of the british empire... Pretty much a black person, the nigga that will mug you on the road for a pair of shoes. the people you are scared to walk pastAlso: Obbed - robbed"
1962812,obe,"British military decoration, stands for Order of the British Empire. It is often awarded to small time politicians and councilors who APPEAR to do alot of work and hence is often said to stand for Other Buggers Efforts. The Order's motto is ""For God and the Empire"". It is the most junior of the British orders of chivalry and has more members than any other, probrably for that reason."
7647250,OBE,Overcome by events
308369,obes,obes (see obes)
1116427,obes,"fat...way fat. derived from ""obese"""
1844457,obgervious,"adj - abstracted from established meaning, traditionally referring to words, syllables or sounds."
1630135,obgjfioyo,"Old, but good job finding it on your own"
6175024,obga,Over-bearing great aunt
6363235,obgestion,too much congestion.
5415232,Obgretional,Overly symbolic. Essentially this is too describe events that so over the top and bursting with symbolism its more of a mockery than serious.
2053282,obhave,"A conjunction of the words ""Oh"" and ""Behave"" A common Alternate to plzbgood"
6936403,Obfuscommunication,"A calculated means of communication which relies entirely on actually saying nothing whilst appearing to engage in debate or conversation.The aim of which is to hide the true meaning or details of what is being said or to avoid actually answering a question completely. This is often achieved via the means of answering a completely different question or by denying the validity of a fact, despite evidence to the contrary."
4513576,obfustate,to provide an overwhelming quantity of statistics (often irrelevant and sometimes completely spurious) in response to an enquiry.a practise often favoured by government spokespersons.
5292074,obfuscation,"A dance move created by North Carolina band Between the Buried and Me. This involves closing one eye, and stepping to the side."
5403798,obfusticate,"A combination of any two or more bodily functions located below the waist that simultaneously occur in a violent fashion, ranging from pooping to the menstrual cycle"
3460603,Obfusticate,A secret word used to signal a friend that you prefer not to engage in the activity of the moment.
6531510,obfustocracy,"The state of governance that arises when bureaucracy and obfuscation become the acceptable, operational norm."
3725058,obfustimicate,"derived from the word obfuscate which means to conceal, or confuse, obstruct, or make obscure. obfustimicate is word with a similar definition, meaning to confuse to the point of intense stress, and mental break down. other forms of the word: obfustimicated, obfustimication, obfustimicating."
2399685,obfusologist,a person who inserts a word into a sentence which is completely irrelevant to the word he or she wants to use in the sentence.
5927311,obfuscram,Verb: To obfuscate your own personal information immediately prior to leaving a social web site.
3170372,obfurape,"Verb; rape conducted by way of impersonating someone else. The term comes from the Obfuscate discipline in Old or New World of Darkness. The obfurapist will make him or herself look like someone, and then sleep with that person's significant other."
3162684,obfuckingvious,too fucking obvious to mention
4384136,obfoxious,"ob⋅fox⋅ious  /əbˈfɒkʃəs/ uhb-fok-shuhs–adjective1. a combination of ""obnoxious"" and ""Fox"";2. describes people or things that are objectionable or offensive in the same vein as Fox News;Synonyms include: extremist, biased, bigoted, inaccurate, ignorant, misleading, manipulative, full of shit"
3498876,obfly,a tasty word made from the ingredients obviously and fuck obfuckingly
2396658,obfuscate,Verb used to describe the intentional act of making something virtually incomprehensible due to unnecessary complication.
2866605,obfun,"Obfun is short for ""obligatory fun."" It refers to the ice-breaking activities that are injected into all-day seminars oe conferences either to make it more interesting to the participants, to remove any sense of dignity that might remain, and to lend variety to the activities."
1960347,obfucksfrustrate,An extreme from of obfuscate. This is usually a feeling that a haxor gets when code cannot be reverse engineered into something understandable due to some extent of obfuscation that was applied to the code at compile time.
2348284,Obfuscate,"To complicate or confuse. To make harder to understand or comprehend. SYNM: Encode, Complicate, Encrypt ATNM: Simplify"
6315296,OBFML,"Oregon Bach Festival My Life Members of the youth ensemble ""Stangeland Family Youth Choral Academy"" (a faction of the Oregon Bach Festival), use this term to denote an experience that remind them of and/or makes them long for the Bach Festival."
3653201,Obflagate,To be disgusted with something to the point of extreme fascination.
5749275,OBFL,One Beer For Life
1900411,Obflagerated,To disgust to the point of fascination
3322580,obfatscation,The technique of taking a picture in such a way as to obfuscate the fatness of the subject
5868817,obfious,"adjective1. deliberately unclear or vague; intentionally confusing, so as to prevent discussion based on facts; misleading:2. prone to deceiving others by misdirection;"
4420616,obffl,Online Best Friends For Life
3106500,OBFD,obsessive brian fox disorder or OMD
4764175,OBFF,Original Best Friends Forever
2415902,OBFF,Online Best Friend(s) Forever
5060091,OBFFS,"Oh, but for fuck's sake!"
2536070,Obfantasy,A sexual fantasy over which one obsesses.
6835632,OBEY,"An icon started as street art by the now famous street artist Shepard Fairey in the 80's. This poster, with an image of andre the giant and the words OBEY written in large red print underneath became extremely popular and eventually was put onto clothing. For a good amount of time, the OBEY clothing brand was mostly worn by hipsters, skaters, punks, and other counter cultures, but has recently (in 2012) started being worn by douchebags who in 2006 would all be dressing like 50 cent. This is quite unfortunate. for a further definition of the type of people who now wear OBEY, see swagfag and yolo"
1374608,obey,"The obey sticker/drawing is a hypocritical attempt used to manipulate people into not being manipulated by making them begin to question they're surroundings(government, leaders, idols, caste system,} the whole thing has turned into a pretentious inside joke for a-holes...but you can't argue with results, or can you?"
141829,Obey,poster/Sticker/stencil/regime/club founded by shepard fairley in 1989. His posters are almost everywhere and his character andre the giant is on clothes boards and bathroom walls. Shepard is god my friend.
4330436,Obey,"dumb posters and shirts trying to make eveyone think that their actually individuals and piss of ""the man"" by doing drugs. remember, you are an individual. just like everybody else. there is too much ""independent"" propoganda and think that everyone is an individual by following certian styles and doing certain things. but the truth is that if everyone ""hates"" one thing, follows the same style, and accepts all the bull shit that is fed to them, that makes them sheep."
4286512,obey,"To carry out or fulfill the command, order, or instruction of."
3232212,Obey,To participate in that act of obedience or obeying another's command.
12737743,Obey,"One of the Big guys. Probably a Philistine that no girl should ever stand up to against. If you have a good reason, he will let you play. Just get ready for some yelling in your ear. Just play with you younger friends and that will work out perfect for you."
2568519,obeze,"Like phat, only tenfold. Dangerously phat. Phatter than phat."
6338237,Obeze,"Incredibly cool, awesome, and/or snazzyThe word ""phat"" to a higher degree"
995650,OBF,"An abbreviation of the phrase ""Official Block Family"" - A group of individuals from the ""block"" who are as close as family. Term coined by basketball star Kevin Garnett."
3960574,OBF,OBF stand for Olin Block Family. This is a dangerous gang in South Arkansas in the city of Huttig. The gang territory is from Olin Ave on 10th Street to 16th Street. The gang colors are black and white. Sometimes were red or blue. Some members could be former crips or bloods.
2745148,OBF,"OBF is actually the acronym of french hiphop crew The Original Black Free which is composed of three members: Flesh ODA, Dallaz Wash & Johnny Sickle. The band was founded in 2005. OBF are characterized by their raw underground music, their peacespreading vibes as well as their anticorporationist lyrics."
4022393,Obf,Old Best Friend
3330759,Obez,"(adjective, pronounced oh behz) Awesome, cool, perfect in a classic way."
4566647,ObeytheE,"A existential idea more than a word or definition per se. Anyone on XBoxLive with this gamer tag is not only magnanimous but well endowed and intelligent. He is cock-strong and always ready to finger-fuck the classiest of all the ladies. He carries himself with an unusual swagger...mostly due to his inordinate and overwhelmingly sized cock. This enormous monster-sized, ding-dong is his only weakness. Both the length and girth are unmatched which lends to his unwavering ego when he beats the snot out of his opponents during any game of Madden!Disclaimer: any further definition below this that is not regaling me with banal minutia, is both untrue and that person will forever be known as one of my cock-suckers who swallows the golden load of my giant wang who I coincidentally kick in the ""gooch"" or cunt!"
2810577,obeyed,"To plagiarize or bite someones already established style/idea in regards to art, fashion, music etc. This is done most notably by Shepard Fairey with his OBEY ""art"". See also bite"
3852708,Obexious,"-A person who is both obese and obnoxious. -95% of obese people. -A person who is fat but thinks they are not, and gets angry at people for nothing, and calls them fat."
6050467,obexia,"A disease that causes an obese person to see themself as a skinny person when they look in the mirror. This makes them feel the need to wear clothes that are many sizes too small, creating the mushroom top effect. Living with obexia makes the person walk around with the attitude that they are the hottest thing on the block. Also, this causes onlookers to stop and stare in disgust. Opposite of obexia would be anorexia."
6419034,Obeymywish,"A site that lures you into a site called justhookup by creating a fake automated-response chat with a supposedly horny girl who lives in the same area as you. The city you live in will appear in the chat section and the automated response will use it in the chat. ""She"" directs you to a sexual meetup site called justhookup that claims to be free, yet whenever any of the other automated response ""horny girl"" members of the site try to contact you in anyway you are forced to buy a membership, after buying said membership you recieve an email regarding technical difficulties and how they are offering a new ""3 months for the price of 1 special deal"" this repeats over and over until you stop buying memberships. The site is mostly advertised through omegle and any social networking sites."
4060580,Obex,An obstruction
11528934,obetus,An obese fetus
5129443,obeties,"The combination of obesity and diabetes. The greatest percentage of fat achievable by mankind, this form of human is at least 97.5% pure lard.See also, obetic."
9912486,Obesus,The art of not two dinners not being sufficient so a third dinner must be consumed thus turning you into Lord Obesus
11274192,Obeth,Someone whom is dumber then just plain dumb
6583116,Obeth,A guy with a super small Dick and loves to eat pizza while jacking off. He will suck your dick for free.
9176260,Obetes,The mix of the words Obese and Diabetes.
12571459,obet,Nothing but he's the guy with all the gum
7164408,Obesycle,A specially adapted mobility scooter used by the severely overweight obese whilst shopping in large stores. Or used as a general alternative to walking either through laziness or medical necessity.
5209637,obestrosity,An extremely obese person. A combination of the words obese and monstrosity.
5594633,obestaphille,A person sexually attracted to and/or has sex with fat people.
2757780,obestiality,"A pun combining the words obese, and bestiality. This word can be used to piss off fat people."
5594615,obestiality,The act of having sex with or wanting to have sex with fat people or a fat person.
5925713,obestiality,having sex with fat animals.
7555541,Obestity,"Derogatory.A man who is so obese, that he has a pronounced pair of male breasts, (titties) Combining the pronunciation to obese, beast and titty into one word to describe an obese man's beast titties."
8284649,Obestities,When a breast is obese.
6179065,obessous,Bigger than fatacous. Not smaller than any other known obesity; a person so obese that he/she take up a large chunk of land; about the size of half rural town.
2662396,obestard,"1. noun - An ignorant, mean, or rude overweight person; a fat bastard 2. noun - A mentally disabled or retarded overweight person"
6716723,Obesogenic,An obese person who enjoys taking photo's
10825215,Obessa,A big fat black girl that has tons of sass
7111389,obesogen,A word somebody from the Internet made up as an excuse for why fat people get fat.
6945326,Obesseus,"The ""Greek god"" name given to an overweight male that thinks he's the greatest at something."
6586348,obesive,"A person who takes all your food, becoming abusively obese."
2160730,Obesophobia,fear of gaining weight
722004,obesophobe,One who fears or dislikes overweight and/or obese people greatly.
5833102,Obessed,an obsession that is so severe you can't even spell obsessed correctly
5651389,obesitron,"Someone so fat, it's like they're a superhero whose super power is to be ridiculously fat."
5110567,Obesitoy,"A person who has reached a physical waist circumference of such profound proportions that sports and various obesitasks will have to be invented to make her or him any use to anyone whatsoever. We are talking wa-hay beyond '2 seat tickets in an airplane' (although that is defo on the right track); this is more in the realm of the scary monster (a skippy ball in fact) in Jon Carpenter's classic, sublimely low-budget movie 'Dark Star'."
8077058,obesitas,gejala penyakit yang timbul karena berat badan melebihi batas ideal
4299758,obesism,"a belief or doctrine that inherent differences among body size determine individual achievement or worth, usually involving the idea that skinny people are superior and have the right to rule fat people."
1200422,obesity,The #1 killer of Americans.
1092503,obesity,A just punishment for over eating.
369391,obesity,"Excess flesh/fat upon the body, caused by overeating of fat foods (ie., cheesy poofs). Common amongst truck drivers, and people with nothing better to do than read this site all day."
3361375,obesity,fat
5161600,Obesity,The best way to prevent rape.
1199829,obesity,The # killer of Americans.
6178690,obesities,a person of larger persuasion having the diabetes
4871413,obesitize,"To grow immensely, ridiculously fat. Often occurs after overdosing on coffee and regurgitating it, followed by ice cream binge eating."
2808249,obesiphobia,"1. A persistent, abnormal, and irrational fear of a person who is extremely fat (grossly overweight) that compels one to avoid them, despite the awareness and reassurance they are not dangerous. 2. A strong fear, dislike, or aversion for overweight people."
11472413,obesing,Willfully consume quantities of non-healthy food while knowingly gaining weight and not giving a fuck.
2954409,Obesist,One who hates anyone who appears to be obese or weigh above their specified weight class for their height.
5916606,obesist,"Being hurtfull or discriminatory to an obese person. Also only other fat people can tell other fat people that they are obese or chubby, just like black people being racist to other black people"
5729411,Obesify,To make fat
4868227,Obesiosaurusrex,"When kids are fat they are known as butter trolls, this is a way to tell about those fat ass kids when they grow up."
7155138,Obesicle,A mobility scooter used exclusively by someone because they are too fat and lazy to walk.
5970253,obesex,The kind of sex obese people have.
1279129,obesetron,"An automobile, particularly one driven by a fat person who is physically unable or too lazy to check blind spots."
2355553,obesies,"Slang used to describe two or more obese people. Also sometimes used to describe one obese individual, in which case the word becomes ""obesie""."
4099894,Obesinator,"The BIGGEST, most fattening sandwich ever created. Every possible thing slammed together and bunned into a sandwich, as long as it's unhealthy."
5208447,obesetrocity,very fat menace to society
6925702,Obesidick,"When a woman (or man) is so fat, that when they sit with their legs spread, their blubber slides down between their legs and makes it look like they have a huge elephant cock in their pants. They're basically the mascots of 'murica."
3786933,Obesiate,To be made obese. To eat so much and purposly become fat. To sit around and get high and play Xbox all day.
4799323,obesetes,"Obesity and diabetes tend to coincide with one another, so to be obese and have diabetes is to have 'obesetes'."
5888024,Obesessed,the addiction to fat people
7800514,obesespree,"Verb- going to the store buying all delicous junk food to only feel shame later, because you ate within 5 hours"
5770084,Obeseter,"Pronounced: ""obese-ter"" The after effect of Easter."
7800512,obesespree,"Verb- going to the store buying all delicous junk food to only feel shame later, because you ate within 5 hours"
7800513,obesespree,"Verb- going to the store buying all delicous junk food to only feel shame later, because you ate within 5 hours"
6803948,obesescuits,Larger than normal sized biscuits.
9526456,obesetobeast,A fittness youtuber who used to be a fatass motherfucker and after losing 170 pounds is now a fucking beast.
7896504,obesese,"A word that describes an obese obese person, hence the extra ""se"" added to the end of the original ""obese"""
6241010,obesetiality,Having a sexual attraction to fat people.
4054915,Obesetiality,"The practice of loving large, overweight people."
5652261,obesetiality,The fucking of fat animals.
1882324,obeser,"a person that is overly obese. they have many many many chin rolls, fat rolls, and their buttox is so large they have to have custom made toilets."
46464,obeserexic,"One who is fat, but doesn't know it, or refuses to believe it; one who constantly wears tight clothing in which flab hangs out"
1464701,obeserexic,"A person, usually female, who is fat but doesn't know it, or refuses to believe it. An obeserexic person will most likely where tight clothes, not knowing that all their blubber hangs out."
12280440,obeseomegafukenhippoape,someone who is so fucken fat the scale cant measure them.
1386229,obesen,To make someone obese.
2831854,obeselete,"Obeselete is a term for people who have become useless because they are fat. It can be used as a noun or an adjective. This could be because they are too fat to move, or because they are too fat to do their given profession, etc."
1458318,obesen,A word made up for the sole purpose of winning scrabble.
2756460,Obesemo,"A grossly over weight Emo kid, usualy fat and thinks he looks good in tight shirts"
5945519,Obesery,"A restaurant where you can order one standard meal and share with 2 or more friends until you are completely full. You then might be shocked that you ""gamed"" the system, not realizing that the meal was designed for one (obese) person. This is especially common in the South of the United State."
7999817,obeselicious,"An adjective that describes food that you crave despite your knowledge that it is toxic and/or will make you fat. E.g., Doritos, soda, candy and all kinds of fast food and junk food that is full of GMOs and high fructose corn syrup."
159049,obeseist,A person who discriminates against obese people
5317493,Obeseiosous,"A rare disease in which the infected person slowly starts to crave fast food and ice cream. This craving soon becomes a need, an addiction in a sense. If you or a loved one has been affected by this rare but very real threat, please call 1-800-FAT-PEOPLE or 1-800-328-736753. This is usually caused by having no friends, and/or being an outcast."
518281,obeseiality,"A persons sexual fetish, is to have intercorse with obese persons"
2707319,Obeseiditis,"obese-eh-die-tis the disease of being tremendously fat. this term is usually used to gain sympathy for ones self. excuses, excuses="
6176000,Obesed,When you eat entirely too much that you make yourself painfully sick.
9821998,obesecycle,Invalid scooter used only because the rider is grossly over weight. Often seen trundling down the aisles of Wallmart.
5971380,obesecheese,That accumulation of smelly nasty funk found under the fat rolls of an overweight person.
2560030,obesefemaphilia,To have a love for fat women.
2150387,obesedon,"a prehistoric creature living in the 21st century. obesedons can grow up to 500 pounds. their main diet is chips, sodas, cupcakes, hotdogs, cakes, burgers, deep fried food, etc. obesedons do not eat vegetables and do not excercise. their hobbies include watching tv, sleeping, eating, and sleep, and eating, oops did i say it twice?"
2854875,Obamican,A new breed of political thinker.
2851616,Obamican,A republican who votes for Barack Obama.
2863747,Obamican,Republicans who find themselves favoring and supporting Democratic presidential candidate Barack Obama.
2853274,Obamican,A staunch republican who supports Barack Obama.
4742310,Obamian,"adjective. Of or relating to chaos, disorganization, or a general disaster."
4476698,Obami,"Obami = plural of Obama; therefore, Obama followers."
5101066,Obamian,Person who is a minion or shill for Barack Obama. Tasked to defend Obama and attack people who do not like the Obamian vision. Also includes elected Democrats and agents provocateurs.Plural form is Obamians. Can also be used as an adjective. Alternative word is Obaman.
3353724,Obameye,"v. To gaze hopefully toward the top right third of a camera frame (aka. The Future). n. A gaze of hope, nostalgia, eagerness to move up and to the right."
10816506,Obamesque,ADJECTIVE and SIMILE: Resembling Barrack Obama; A distasteful and arrogant wretch.1. Puerile or petulant; beyond Machiavellian and unwilling to accept the consequences of ones own actions.2. A social agitator or controversial loon.3. One who despises the existence of those who identify as Christians and/or Jews.4. One who sympathizes with terrorists and/or actively supports enemies abroad.5. One who displays excessive anti-American attitudes and behaviors.6. To describe one who uses of fascism as a vehicle to convey progressive ideals.7. Educators/teachers or school administrators who actively support seditious acts for the purposes of social agitation or hatred of the values of their country and people. 8. One who worships their own image and has an over-inflated opinion of themselves. 9. (As an obscenity)
3577010,Obamessiah,1: To claim Greatness without providing any evidence as to why. 2: The act of charming mindless followers to beleive you are a Great Leader. 3: A person who can convince a crowd he is something New by repeating the same failed policies of the past.
3899144,Obamessiah,A name given to Barack Obama by people who mistake him for the Messiah.
3416140,Obamessiah,"The ""Chosen One"" of the Democratic party. He is believed by some brain-dead liberals to be the ""Messiah"" who will become a world leader and deliver them from the evil conservatives. He is believed to possess supernatural powers and can perform miracles."
2874894,Obamessiah,The new leader of the democrat party indicated by the euphoric evangelical opiate induced trance-like gaze that overwhelms the crowd at a Barack Obama campaign rally.
11692593,obamiable,"A liberal act of kindness, not necessarily supported by any facts or reason."
3645912,obamerdose,"(verb) - The ingestion or application of amounts of Obama in quantities far greater than one's body can physically handle without having built up a high tolerance to the aforementioned President. Can have long-lasting and seriously detrimental effects on both physical and mental health, including (but not limited to) blurred vision, vomiting, visual and auditory hallucinations, irregular heartbeat and/or breathing, dizziness, memory loss, blackouts, slurred or unintelligent speech, impaired motor skills, heavy sweating, pale skin, violent behavior, coma, and sometimes death."
3641138,Obameos,"Cookies eaten in support of obama-- the black and white biscuits that symbolize a united, non-racist nation!!"
3441623,Obamercial,A political infomercial used to sell a candidate
3249905,Obamelision,a word formed by fusing Barack Hussein Obama's last name with some other word.
2892318,obamedia,That portion of the media which has either endorsed democratic candidate Barack Obama or generally portrays him in a positive light.
4412117,Obamer,Ignorant hick persons enunciation of Obama.
5231375,Obamerica,"The American nation as it is in a state of poverty, government overspending, job losses, politican partisanship and widespread gang violence occuring due to ineffective police and education funding."
3641452,Obamerica,"The state of affairs that has become America, who can't go a single newscast without mentioning Barack Obama. The way Obama supporters, live, breathe and think Obama is going to be like the Gandalf/Abe Lincoln/FDR of America Obamaland, full of Obamaniacs."
2835526,obamerica,"the new name of the US when Barack Obama becomes president.IT will be defined by peace, change, and a new era in American history."
3788053,Obamemployed,To be unemployed due to the failed economic policies of the Obama administration.
3361171,Oblescent,the act of being obsessed over something to the point of annoyance
2023857,oblese,"(adjective)- describes a fat woman who wears revealing clothing in public places, eg. shopping centres, because they are oblivious to the fact that they are obese."
